customer_id,signup_date,segment,city,state,country
136,2025-07-05,Consumer,New Amandaland,Kansas,USA
137,2025-08-18,Consumer,Stricklandview,California,USA
138,2023-08-03,Home Office,Martinhaven,Connecticut,USA
139,2023-11-11,Consumer,South Deborah,Alaska,USA
140,2024-06-28,Home Office,Codyville,Virginia,USA
141,2024-03-13,Home Office,Allisonfurt,Nevada,USA
142,2025-07-14,Consumer,Jamieport,New Hampshire,USA
143,2025-10-16,Corporate,Christopherborough,Massachusetts,USA
144,2023-04-25,Corporate,Hooverborough,Missouri,USA
145,2025-05-05,Corporate,New Molly,Wyoming,USA
146,2025-11-10,Corporate,Yatesfurt,Tennessee,USA
147,2024-01-31,Corporate,Gabriellashire,Alabama,USA
148,2023-07-27,Corporate,New Mollyburgh,Colorado,USA
149,2024-10-04,Corporate,Heatherberg,Arkansas,USA
150,2023-12-26,Home Office,North Carrie,Minnesota,USA
151,2025-01-16,Home Office,Pinedaton,Arkansas,USA
152,2023-06-09,Home Office,Lake Sarah,Pennsylvania,USA
153,2024-06-12,Home Office,Adamhaven,Connecticut,USA
154,2023-11-25,Consumer,Leahtown,Missouri,USA
155,2026-02-22,Corporate,Reidfort,Oregon,USA
156,2026-01-06,Corporate,Castillostad,Maryland,USA
157,2025-12-07,Corporate,Crawfordhaven,North Dakota,USA
158,2025-11-02,Corporate,Leebury,Pennsylvania,USA
159,2023-10-26,Corporate,North Rhonda,West Virginia,USA
160,2025-10-07,Home Office,Brownmouth,Alaska,USA
161,2023-09-26,Corporate,Port Michael,Oklahoma,USA
162,2025-06-18,Consumer,Richardview,Michigan,USA
163,2024-10-07,Corporate,East Clintonport,Arkansas,USA
164,2024-02-06,Consumer,North Rebeccafort,Pennsylvania,USA
165,2023-12-13,Consumer,Silvaland,New Jersey,USA
166,2026-03-30,Consumer,Salazarchester,New Hampshire,USA
167,2025-08-14,Consumer,North Kathleenchester,Colorado,USA
168,2024-11-14,Home Office,Youngstad,Georgia,USA
169,2025-11-29,Consumer,Danaville,Rhode Island,USA
170,2023-05-12,Consumer,East Wendy,Mississippi,USA
171,2025-01-02,Corporate,Navarroville,Missouri,USA
172,2024-10-19,Corporate,Ericland,North Carolina,USA
173,2024-06-30,Corporate,Melissaville,Tennessee,USA
174,2026-02-26,Home Office,Kimberlyview,Tennessee,USA
175,2024-06-07,Corporate,Manuelborough,Arizona,USA
176,2024-11-05,Consumer,Charlesside,Wisconsin,USA
177,2026-03-26,Consumer,Port Renee,Arkansas,USA
178,2025-03-09,Consumer,Fordburgh,Rhode Island,USA
179,2025-05-05,Consumer,Mannmouth,Maryland,USA
180,2024-05-19,Corporate,North Sandy,Ohio,USA
181,2024-11-23,Home Office,Lake Curtisborough,Oregon,USA
182,2024-06-05,Home Office,Aaronberg,Utah,USA
183,2024-11-01,Corporate,West Brandi,Pennsylvania,USA
184,2024-03-03,Home Office,West Katherinebury,Massachusetts,USA
185,2023-10-29,Home Office,Port Rhondaside,North Dakota,USA
186,2024-09-25,Consumer,West Christopherbury,South Dakota,USA
187,2026-03-14,Consumer,New Spencerland,New Jersey,USA
188,2023-11-12,Corporate,Lake Philip,Idaho,USA
189,2024-02-17,Corporate,New Heatherberg,Washington,USA
190,2024-08-02,Corporate,North Andrew,Michigan,USA
191,2023-11-14,Home Office,Port Melissa,Wyoming,USA
192,2024-06-22,Consumer,Williamston,Delaware,USA
193,2023-04-26,Corporate,East Karenmouth,Rhode Island,USA
194,2024-06-30,Corporate,Pettyport,Wyoming,USA
195,2025-10-04,Consumer,Port Richard,New York,USA
196,2023-04-17,Consumer,West Jacquelinestad,Arizona,USA
197,2023-07-07,Consumer,Willieland,Alabama,USA
198,2023-12-31,Corporate,Hillburgh,South Carolina,USA
199,2025-02-01,Home Office,Rosstown,Nebraska,USA
200,2024-11-13,Corporate,Rochahaven,South Carolina,USA
201,2023-10-05,Home Office,Joshuabury,Louisiana,USA
202,2026-04-07,Corporate,Muellerstad,Ohio,USA
203,2023-09-13,Home Office,West Bruce,Louisiana,USA
204,2024-09-24,Corporate,Port Roberthaven,Vermont,USA
205,2026-01-09,Consumer,Port Lisa,Oklahoma,USA
206,2025-04-30,Consumer,Norrisburgh,Idaho,USA
207,2024-01-14,Consumer,Davidchester,South Dakota,USA
208,2023-10-26,Home Office,West Joshuafurt,Georgia,USA
209,2024-07-15,Home Office,Petersfurt,Rhode Island,USA
210,2024-05-02,Consumer,Cruzside,Washington,USA
211,2025-02-20,Home Office,Gabriellemouth,Hawaii,USA
212,2025-09-08,Home Office,North Desiree,Louisiana,USA
213,2024-01-26,Home Office,East Kimberly,Louisiana,USA
214,2024-01-23,Home Office,Randallshire,Oklahoma,USA
215,2024-08-25,Home Office,Port Jamesport,Maryland,USA
216,2025-11-13,Corporate,Lydiabury,North Carolina,USA
217,2024-01-17,Home Office,Lake Tanyafurt,Illinois,USA
218,2024-11-30,Corporate,Port Wendyside,South Carolina,USA
219,2025-02-21,Home Office,Hubbardport,Indiana,USA
220,2025-01-31,Home Office,South Jason,West Virginia,USA
221,2026-04-03,Corporate,Lake Madison,Minnesota,USA
222,2023-08-27,Corporate,Port Christopher,Texas,USA
223,2025-01-23,Consumer,South Amy,New Mexico,USA
224,2024-08-20,Corporate,Lake Matthewton,Kentucky,USA
225,2025-12-30,Consumer,Timothyfurt,Illinois,USA
226,2024-02-24,Consumer,Gabrielahaven,Hawaii,USA
227,2024-06-11,Home Office,East Tammymouth,West Virginia,USA
228,2026-02-05,Corporate,North Natasha,Tennessee,USA
229,2025-10-09,Corporate,Dawnmouth,New Mexico,USA
230,2023-05-11,Corporate,Christopherport,Minnesota,USA
231,2024-09-14,Corporate,New Edwardhaven,Oklahoma,USA
232,2023-09-24,Corporate,Walshberg,Missouri,USA
233,2023-08-20,Corporate,East Debra,Tennessee,USA
234,2023-12-18,Consumer,New Julie,Massachusetts,USA
235,2025-04-15,Corporate,Lake Ashleymouth,Ohio,USA
236,2025-01-02,Home Office,Deleonfort,Oregon,USA
237,2023-10-25,Corporate,West Franciscoland,Vermont,USA
238,2025-04-24,Corporate,Port Theresa,Maryland,USA
239,2026-01-29,Consumer,Hendrixshire,Alaska,USA
240,2023-08-12,Corporate,West Omarside,New Hampshire,USA
241,2024-05-29,Home Office,West Cameronmouth,Iowa,USA
242,2025-10-22,Home Office,South Tara,Ohio,USA
243,2024-02-21,Home Office,Port Josephbury,Oregon,USA
244,2024-04-01,Home Office,Kellyshire,Utah,USA
245,2023-07-05,Home Office,New Amy,Tennessee,USA
246,2024-05-18,Home Office,Lake John,New Mexico,USA
247,2024-11-13,Corporate,North Nathan,Indiana,USA
248,2024-10-07,Home Office,Barajasbury,Louisiana,USA
249,2025-01-08,Corporate,Lindseyton,Delaware,USA
250,2025-09-16,Home Office,East Nicoleburgh,Wyoming,USA
251,2026-01-05,Consumer,South Brian,Missouri,USA
252,2025-10-20,Consumer,East Patrickmouth,Wyoming,USA
253,2026-01-06,Corporate,Bellview,Delaware,USA
254,2025-04-13,Corporate,Sherryshire,Hawaii,USA
255,2025-06-08,Home Office,Zacharychester,Montana,USA
256,2023-10-11,Home Office,Kellyview,West Virginia,USA
257,2024-03-20,Corporate,South Susanfurt,Minnesota,USA
258,2024-04-30,Home Office,Adamberg,New Mexico,USA
259,2023-12-24,Consumer,Geneport,Nebraska,USA
260,2024-09-03,Home Office,North Craighaven,Ohio,USA
261,2024-06-08,Corporate,Duanestad,New York,USA
262,2025-09-20,Home Office,Ryanchester,Vermont,USA
263,2025-08-31,Home Office,South Evan,West Virginia,USA
264,2024-12-15,Consumer,Lake Donna,Texas,USA
265,2025-03-29,Home Office,West Erik,Idaho,USA
266,2025-04-17,Corporate,South Danielleshire,New Hampshire,USA
267,2025-06-28,Consumer,Lake Alexander,Wyoming,USA
268,2023-10-04,Consumer,Ashleybury,Alabama,USA
269,2025-06-30,Corporate,Lake Rebeccahaven,Missouri,USA
270,2024-10-25,Corporate,North Christopher,Louisiana,USA
271,2024-12-20,Home Office,Clarencefort,North Carolina,USA
272,2024-07-03,Home Office,Richardshire,Massachusetts,USA
273,2024-10-12,Home Office,Gomezchester,Florida,USA
274,2024-08-31,Home Office,Lorifurt,Utah,USA
275,2024-06-30,Home Office,Chapmanland,Kansas,USA
276,2023-05-06,Corporate,North Michaelland,South Dakota,USA
277,2026-02-27,Corporate,Youngfurt,Pennsylvania,USA
278,2024-07-03,Corporate,South Ronnie,New Jersey,USA
279,2024-05-09,Corporate,Andersonberg,Indiana,USA
280,2024-04-03,Corporate,South Johnport,North Carolina,USA
281,2026-04-04,Home Office,Kleinstad,Washington,USA
282,2026-02-05,Home Office,Lake Richardhaven,Wyoming,USA
283,2025-09-23,Corporate,South Jeffery,Michigan,USA
284,2024-01-16,Home Office,New Anthonymouth,Illinois,USA
285,2024-07-26,Corporate,Port Katherine,Florida,USA
286,2024-08-26,Consumer,North Shawnborough,New Mexico,USA
287,2023-07-07,Home Office,Madisonhaven,Rhode Island,USA
288,2023-09-15,Corporate,South Kathleen,New Jersey,USA
289,2025-05-31,Home Office,Oconnellton,New Hampshire,USA
290,2025-02-04,Consumer,Port Eric,New Mexico,USA
291,2023-06-22,Home Office,Port Traceyshire,Connecticut,USA
292,2023-06-19,Corporate,Port Mariomouth,Washington,USA
293,2023-08-04,Home Office,Trujilloview,Nebraska,USA
294,2026-01-07,Consumer,West Jennifer,Oregon,USA
295,2024-08-28,Corporate,Ginaburgh,Texas,USA
296,2023-05-01,Home Office,South Carlos,Texas,USA
297,2023-12-29,Home Office,North Kyleside,Delaware,USA
298,2025-04-29,Home Office,Lauramouth,New Mexico,USA
299,2023-10-28,Corporate,South Denisefort,New Jersey,USA
300,2023-11-14,Corporate,Port Charles,Kentucky,USA
301,2023-12-12,Home Office,West Brian,Nebraska,USA
302,2023-12-11,Corporate,Greenville,Kentucky,USA
303,2023-09-01,Corporate,Taylorview,Iowa,USA
304,2024-04-01,Consumer,Brookeview,Indiana,USA
305,2023-07-09,Home Office,East Tara,Iowa,USA
306,2025-04-01,Home Office,Lake Danielland,Kansas,USA
307,2023-04-17,Corporate,Lake Nathaniel,Massachusetts,USA
308,2025-11-27,Home Office,Stewarttown,North Dakota,USA
309,2025-03-07,Corporate,Catherineburgh,Wyoming,USA
310,2025-02-02,Corporate,Lake Carlos,South Dakota,USA
311,2024-09-04,Corporate,Davidtown,New Jersey,USA
312,2026-02-25,Corporate,West Josephside,Delaware,USA
313,2025-09-07,Consumer,Lake Jennifer,Missouri,USA
314,2026-02-19,Consumer,New Whitney,Montana,USA
315,2026-02-05,Consumer,Karenport,Ohio,USA
316,2025-07-13,Consumer,Davidside,Georgia,USA
317,2024-10-22,Home Office,West Brendan,Pennsylvania,USA
318,2025-01-28,Consumer,Conleyton,Florida,USA
319,2024-06-04,Corporate,Harrischester,Idaho,USA
320,2025-02-16,Consumer,North Melissa,Kentucky,USA
321,2024-02-28,Corporate,North Lisafort,Idaho,USA
322,2023-08-08,Corporate,New Melindashire,Arizona,USA
323,2025-08-18,Home Office,Port Cassidy,Vermont,USA
324,2024-12-17,Consumer,Bernardbury,Illinois,USA
325,2025-07-02,Home Office,Kristinport,Alaska,USA
326,2023-09-26,Corporate,East Dylanton,Wyoming,USA
327,2025-11-05,Consumer,New Elizabeth,California,USA
328,2024-08-25,Home Office,North Matthewbury,Idaho,USA
329,2024-05-19,Consumer,Johnbury,South Carolina,USA
330,2025-09-10,Consumer,East David,Vermont,USA
331,2026-01-03,Home Office,Dunnville,Massachusetts,USA
332,2024-06-01,Home Office,Barnesbury,Georgia,USA
333,2025-10-17,Consumer,Lake Jacqueline,Kentucky,USA
334,2023-09-06,Consumer,Port Holly,New Mexico,USA
335,2024-02-03,Corporate,Nelsonburgh,New Jersey,USA
336,2025-03-25,Consumer,Port Nathanielton,Pennsylvania,USA
337,2026-02-18,Consumer,Seanhaven,Minnesota,USA
338,2024-08-30,Consumer,South Nancybury,Illinois,USA
339,2025-07-13,Consumer,North Laura,Wisconsin,USA
340,2025-02-18,Home Office,West Melissa,New York,USA
341,2024-12-24,Consumer,West Ericport,Hawaii,USA
342,2023-08-19,Corporate,Jacobville,South Dakota,USA
343,2024-07-16,Home Office,Millerborough,Texas,USA
344,2025-08-15,Home Office,South Christyhaven,Georgia,USA
345,2026-02-06,Home Office,New Allisonberg,Arizona,USA
346,2023-08-29,Consumer,Gilmoremouth,Nevada,USA
347,2024-07-26,Consumer,New Seanview,New Jersey,USA
348,2024-04-21,Home Office,South Kelseyside,Missouri,USA
349,2024-01-31,Consumer,South Sarahport,New Mexico,USA
350,2024-04-16,Consumer,Lake Sarahville,New Hampshire,USA
351,2023-07-11,Consumer,West Deanmouth,Wyoming,USA
352,2024-10-09,Corporate,Adamsborough,Alabama,USA
353,2026-01-28,Home Office,East Brian,Delaware,USA
354,2024-02-20,Home Office,Henryside,Arizona,USA
355,2024-04-30,Home Office,Tranmouth,Arkansas,USA
356,2023-12-16,Corporate,Port Taraview,Kansas,USA
357,2023-09-23,Home Office,East Jason,Florida,USA
358,2024-08-18,Home Office,Russofurt,Missouri,USA
359,2026-02-21,Consumer,Dunnton,North Carolina,USA
360,2024-06-01,Home Office,South Tiffany,Oklahoma,USA
361,2025-08-07,Home Office,New Jasmineside,Missouri,USA
362,2023-10-15,Corporate,New Robertborough,Nebraska,USA
363,2025-06-28,Consumer,Brandishire,Oregon,USA
364,2026-04-04,Consumer,Cesarborough,Washington,USA
365,2024-04-18,Home Office,Johnsonfort,Alabama,USA
366,2025-06-06,Home Office,Lake Kimberg,North Dakota,USA
367,2025-04-27,Home Office,East Jeffery,Nevada,USA
368,2023-08-19,Consumer,North Keith,Montana,USA
369,2025-09-07,Home Office,Gregorytown,Mississippi,USA
370,2024-10-30,Corporate,Ericport,South Dakota,USA
371,2025-03-05,Corporate,Kristentown,New York,USA
372,2023-07-10,Home Office,Markmouth,Mississippi,USA
373,2023-12-15,Corporate,South Kimberlymouth,Nebraska,USA
374,2025-10-19,Consumer,Brooksstad,Pennsylvania,USA
375,2025-03-05,Corporate,New John,Montana,USA
376,2024-09-19,Home Office,Port Williamland,Washington,USA
377,2024-07-05,Home Office,Carterport,Georgia,USA
378,2026-03-29,Corporate,Morrisport,Ohio,USA
379,2024-09-20,Home Office,New Daniel,Arkansas,USA
380,2023-05-11,Consumer,East Tammymouth,Alaska,USA
381,2023-10-30,Consumer,East Maryville,Pennsylvania,USA
382,2023-07-01,Corporate,Sullivanstad,Montana,USA
383,2026-02-18,Home Office,Andersonchester,Alaska,USA
384,2025-08-26,Consumer,Christineberg,Arkansas,USA
385,2024-05-25,Consumer,Jeremyport,Minnesota,USA
386,2025-08-03,Consumer,West Brucefurt,Vermont,USA
387,2023-12-15,Corporate,Hintonport,Kentucky,USA
388,2026-02-03,Consumer,Smithport,Wyoming,USA
389,2024-10-24,Home Office,Amandaborough,Kansas,USA
390,2023-10-06,Consumer,Arthurmouth,Florida,USA
391,2025-12-23,Home Office,Jasonport,Massachusetts,USA
392,2024-09-16,Consumer,Port Jamestown,Louisiana,USA
393,2024-09-08,Consumer,Port Devintown,Alaska,USA
394,2023-04-23,Corporate,New Justinshire,Alabama,USA
395,2023-12-01,Corporate,Port Trevor,Tennessee,USA
396,2024-12-22,Corporate,West Patriciaborough,Maryland,USA
397,2024-04-17,Consumer,South Daniel,New Mexico,USA
398,2025-10-06,Consumer,Anthonyfurt,Arkansas,USA
399,2023-04-24,Home Office,East Randychester,California,USA
400,2026-01-08,Corporate,Arnoldland,Maryland,USA
401,2024-03-13,Corporate,South Peterside,Mississippi,USA
402,2025-05-14,Home Office,Heatherfurt,California,USA
403,2024-08-16,Corporate,Phillipsstad,Idaho,USA
404,2024-03-20,Corporate,Williamburgh,Oregon,USA
405,2025-04-28,Corporate,Smithstad,Oklahoma,USA
406,2025-02-07,Consumer,New Heather,Kansas,USA
407,2025-06-01,Corporate,Sarafurt,Mississippi,USA
408,2025-11-04,Consumer,North Laura,Nevada,USA
409,2023-11-23,Home Office,New Steven,Illinois,USA
410,2023-06-24,Consumer,Richardsonton,Minnesota,USA
411,2024-08-02,Corporate,Bowmanmouth,Massachusetts,USA
412,2024-11-13,Consumer,Evansshire,Massachusetts,USA
413,2025-11-10,Home Office,North Rickyhaven,Missouri,USA
414,2025-12-15,Home Office,Ritterstad,Missouri,USA
415,2025-02-24,Consumer,West Zacharyfort,Oklahoma,USA
416,2024-07-29,Home Office,Angelaburgh,Maine,USA
417,2025-07-10,Consumer,Ericachester,Connecticut,USA
418,2024-02-19,Corporate,Murraytown,South Carolina,USA
419,2025-10-03,Consumer,Brennanfort,Virginia,USA
420,2024-01-12,Home Office,Hollyborough,Rhode Island,USA
421,2024-02-25,Corporate,East Davidton,Kentucky,USA
422,2025-03-11,Corporate,New Williamhaven,Maine,USA
423,2024-10-17,Home Office,Kathrynland,Massachusetts,USA
424,2023-10-02,Consumer,Skinnerland,Minnesota,USA
425,2024-08-19,Consumer,East Audreyhaven,Delaware,USA
426,2026-01-21,Consumer,Cardenasburgh,Oklahoma,USA
427,2025-05-10,Consumer,Lake Maryton,Oregon,USA
428,2026-02-09,Consumer,Lake Cody,Indiana,USA
429,2024-04-19,Consumer,Brookschester,Wisconsin,USA
430,2025-08-16,Consumer,North Lisashire,Massachusetts,USA
431,2024-10-23,Corporate,New Christopherhaven,Virginia,USA
432,2025-07-31,Corporate,Emilyside,Wyoming,USA
433,2026-01-03,Consumer,Frankville,Massachusetts,USA
434,2026-01-01,Consumer,Davidville,Washington,USA
435,2024-01-15,Home Office,Tannerview,Iowa,USA
436,2023-11-27,Consumer,West Shaun,California,USA
437,2024-12-04,Consumer,Port Denisestad,Wyoming,USA
438,2025-02-03,Home Office,Suarezton,Tennessee,USA
439,2023-04-19,Corporate,Freemanton,Hawaii,USA
440,2025-12-02,Corporate,Wernermouth,South Carolina,USA
441,2026-03-20,Home Office,North Nicholasside,Nevada,USA
442,2024-05-13,Corporate,Derrickton,Kentucky,USA
443,2026-04-12,Corporate,East Josephview,Michigan,USA
444,2026-03-30,Consumer,South Jennifer,Florida,USA
445,2025-03-15,Corporate,West Sandrafurt,Ohio,USA
446,2025-06-03,Home Office,Avilahaven,Tennessee,USA
447,2026-01-08,Consumer,East Sonya,Florida,USA
448,2024-05-30,Consumer,South Kennethmouth,North Dakota,USA
449,2025-03-30,Corporate,New Justin,New York,USA
450,2025-12-06,Consumer,Port Matthewview,Washington,USA
451,2025-10-31,Corporate,Zacharyhaven,Michigan,USA
452,2024-05-15,Consumer,Danafurt,West Virginia,USA
453,2025-12-30,Corporate,Beckerhaven,Oklahoma,USA
454,2025-09-11,Corporate,Markfort,New Mexico,USA
455,2026-01-30,Corporate,Robinsonside,California,USA
456,2024-05-29,Home Office,North Jessica,Kentucky,USA
457,2025-02-03,Corporate,Samuelmouth,Utah,USA
458,2025-02-28,Consumer,Michaelton,Iowa,USA
459,2024-12-14,Home Office,South Jasmine,Louisiana,USA
460,2024-10-30,Consumer,Matthewhaven,Connecticut,USA
461,2024-11-24,Home Office,South Elizabeth,New York,USA
462,2023-06-07,Corporate,Lake Gail,Mississippi,USA
463,2026-03-26,Home Office,Joshuaside,West Virginia,USA
464,2024-05-17,Consumer,Janiceview,Colorado,USA
465,2023-05-08,Corporate,Lake Jillland,Wyoming,USA
466,2023-08-11,Consumer,East Nicholasland,New Hampshire,USA
467,2025-05-13,Home Office,Tonyabury,Texas,USA
468,2026-01-22,Consumer,New Kylemouth,New Jersey,USA
469,2026-03-26,Consumer,West Debbie,New York,USA
470,2023-12-11,Corporate,Fosterland,New York,USA
471,2024-11-08,Home Office,Crawfordshire,Montana,USA
472,2023-04-23,Corporate,Georgeshire,Oregon,USA
473,2023-12-13,Corporate,Welchville,Tennessee,USA
474,2025-04-28,Home Office,Lake Amber,Wyoming,USA
475,2025-02-20,Corporate,Garciaburgh,Michigan,USA
476,2025-09-12,Consumer,Jasminemouth,Utah,USA
